MaritalStatus,ApplicationMode,ApplicationOrder,Course,DaytimeEveningAttendance,PreviousQualification,PreviousQualificationGrade,Nationality,MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,AdmissionGrade,Displaced,EducationalSpecialNeeds,Debtor,TuitionFeesUpToDate,Gender,ScholarshipHolder,AgeAtEnrollment,International,CurricularUnits1stSemCredited,CurricularUnits1stSemEnrolled,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnits1stSemWithoutEvaluations,CurricularUnits2ndSemCredited,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemApproved,CurricularUnits2ndSemGrade,CurricularUnits2ndSemWithoutEvaluations,UnemploymentRate,InflationRate,GDP,Status
Single,2nd Phase - General Contingent,2,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,128,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,121,No,0,0,1,Male,Yes,20,No,0,5,5,5,12,0,0,5,5,4,10,0,9,0,-3,Graduate
Single,1st Phase - General Contingent,1,Agronomy,Daytime,Secondary Education - 12th Year of Schooling or Eq.,124,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",116,No,0,0,1,Male,No,19,No,0,6,8,6,15,0,0,6,10,6,14,0,16,0,0,Graduate
Married,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,133,No,0,0,0,Male,No,43,No,0,5,13,2,11,0,0,5,12,3,10,0,13,0,0,Dropout
Married,Change of Course,1,Management (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,114,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Installation and Machine Operators and Assembly Workers,116,No,0,0,1,Male,No,49,No,0,5,7,4,13,0,0,5,9,4,11,1,16,0,0,Dropout
Single,1st Phase - General Contingent,2,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",126,Yes,0,0,1,Male,Yes,18,No,0,6,8,6,12,0,0,6,6,6,13,0,12,3,-1,Graduate
Single,Over 23 Years Old,1,Agronomy,Daytime,Secondary Education - 12th Year of Schooling or Eq.,160,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Cleaning workers,"Unskilled workers in extractive industry, construction, manufacturing and transport",140,No,0,0,1,Male,No,27,No,0,6,6,0,0,0,0,6,6,0,0,0,11,0,2,Enrolled
Single,1st Phase - General Contingent,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,122,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,120,Yes,0,0,1,Male,Yes,19,No,0,5,8,5,12,0,0,5,9,5,13,0,8,1,3,Dropout
Single,Over 23 Years Old,1,Communication Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Armed Forces Professions,118,No,0,1,1,Male,Yes,45,No,0,6,6,6,13,0,0,6,6,0,0,0,16,0,0,Dropout
Single,International Student (Bachelor),1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,160,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Other - 11th Year of Schooling,Unskilled Workers,Unskilled Workers,149,Yes,0,0,0,Male,No,19,No,0,6,6,6,13,0,0,6,8,6,13,0,13,0,0,Graduate
Single,Technological Specialization Diploma Holders,1,Agronomy,Daytime,Technological Specialization Course,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",130,No,0,0,1,Male,Yes,21,No,0,6,15,6,11,0,0,6,8,4,11,0,13,0,0,Graduate
Single,1st Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,141,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,126,No,0,0,1,Male,Yes,18,No,0,6,8,6,12,0,0,6,7,5,13,0,13,0,0,Graduate
Single,2nd Phase - General Contingent,3,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,127,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",116,No,0,0,1,Male,No,18,No,0,5,10,0,0,1,0,5,13,0,0,0,9,0,-3,Dropout
Single,2nd Phase - General Contingent,1,Tourism,Daytime,Secondary Education - 12th Year of Schooling or Eq.,126,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers",Legislative Power and Executive Bodies,126,No,0,0,0,Male,No,29,No,0,6,12,0,0,0,0,6,6,0,0,6,9,0,-3,Dropout
Single,1st Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,131,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Unskilled Workers,122,No,0,0,1,Male,No,19,No,0,5,6,5,11,0,0,5,5,5,11,0,9,0,-3,Graduate
Single,1st Phase - General Contingent,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",119,Yes,0,0,1,Male,Yes,18,No,0,5,7,4,11,0,0,5,6,4,12,0,12,0,1,Enrolled
Single,Technological Specialization Diploma Holders,1,Communication Design,Daytime,Technological Specialization Course,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,131,No,0,0,1,Male,Yes,22,No,2,7,7,7,12,0,5,9,10,8,12,0,12,0,1,Graduate
Single,2nd Phase - General Contingent,6,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,130,Yes,0,0,1,Male,Yes,18,No,0,7,7,7,12,0,0,8,11,8,12,0,11,0,2,Dropout
Single,Technological Specialization Diploma Holders,1,Equinculture,Daytime,Technological Specialization Course,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",140,No,0,0,1,Male,No,20,No,2,6,12,5,12,0,1,6,11,2,15,0,13,0,0,Enrolled
Single,1st Phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Legislative Power and Executive Bodies,Legislative Power and Executive Bodies,129,Yes,0,0,1,Male,No,20,No,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,Dropout
Divorced,Over 23 Years Old,1,Advertising and Marketing Management,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",130,No,0,1,1,Male,Yes,29,No,0,6,16,1,14,0,0,6,7,0,0,0,11,0,2,Dropout
Single,Over 23 Years Old,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120,Portuguese,7th Year (Old),7th Year (Old),Other Situation,Administrative staff,114,Yes,0,0,1,Male,No,29,No,0,5,10,3,11,0,0,5,8,4,11,0,7,2,0,Dropout
Single,Change of Course,1,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,121,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",121,Yes,0,0,1,Male,No,23,No,0,6,15,1,13,0,0,6,8,4,11,0,9,0,-3,Enrolled
Single,2nd Phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,123,Portuguese,Higher Education - Degree,Other - 11th Year of Schooling,Specialists in Intellectual and Scientific Activities,Unskilled Workers,116,Yes,0,1,1,Male,No,19,No,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,Dropout
Single,1st Phase - General Contingent,1,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,136,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,121,Yes,0,0,1,Male,No,18,No,0,5,10,0,0,0,0,5,11,1,12,3,7,2,0,Dropout
Married,Transfer,1,Tourism,Daytime,Secondary Education - 12th Year of Schooling or Eq.,136,Portuguese,Higher Education - Bachelor's Degree,Higher Education - Bachelor's Degree,"Intermediate level technicians from legal, social, sports, cultural and similar services",Directors of administrative and commercial services,130,Yes,0,0,1,Male,No,22,No,2,6,13,4,11,0,2,6,12,2,12,0,7,2,0,Dropout
Single,Change of Course,1,Management (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,120,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,120,Yes,0,1,1,Male,No,34,No,6,10,10,7,11,0,4,10,10,6,11,0,10,1,1,Dropout
Single,Change of Course,1,Management (evening attendance),Evening,Higher Education - Master's,160,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Legislative Power and Executive Bodies,125,No,0,0,1,Male,No,26,No,0,5,7,5,12,0,0,5,7,5,13,0,13,0,0,Graduate
Single,2nd Phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,125,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,134,Yes,0,0,1,Male,No,24,No,12,17,19,13,11,0,12,17,25,12,11,0,11,0,2,Dropout
Single,1st Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,146,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,149,Yes,0,0,1,Male,Yes,17,No,0,6,8,6,14,0,0,6,8,6,13,0,11,0,2,Graduate
Single,Change of Course,4,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,117,Portuguese,Higher Education - Degree,Higher Education - Degree,Administrative staff,Administrative staff,113,No,0,0,1,Male,No,21,No,0,5,11,2,10,0,0,5,10,3,10,0,9,0,-3,Enrolled
Married,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,150,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Master's,Administrative staff,Specialists in Intellectual and Scientific Activities,146,No,0,0,1,Male,No,34,No,0,5,5,5,14,0,0,5,5,5,14,0,12,3,-1,Enrolled
Single,Technological Specialization Diploma Holders,1,Agronomy,Daytime,Technological Specialization Course,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen",140,Yes,0,0,1,Male,No,19,No,0,6,8,6,12,0,0,6,9,6,13,0,12,0,1,Graduate
Married,Over 23 Years Old,1,Agronomy,Daytime,Secondary Education - 12th Year of Schooling or Eq.,111,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,162,No,0,1,0,Male,No,49,No,4,12,16,5,11,0,2,7,7,5,11,0,8,1,3,Dropout
Single,Change of Course,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120,Portuguese,Higher Education - Bachelor's Degree,Higher Education - Master's,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",136,No,0,0,1,Male,No,23,No,0,7,14,5,11,0,0,7,14,6,12,0,13,0,0,Dropout
Single,3rd Phase - General Contingent,3,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,111,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,111,Yes,0,0,1,Male,No,18,No,0,5,10,4,11,0,0,5,9,3,14,0,12,0,1,Dropout
Single,1st Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,118,Portuguese,Other - 11th Year of Schooling,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Armed Forces Professions,115,No,0,0,1,Male,No,20,No,0,7,9,5,12,0,0,8,9,7,13,0,13,0,0,Enrolled
Single,1st Phase - General Contingent,3,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,106,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,105,Yes,0,0,1,Male,No,19,No,0,6,6,6,13,0,0,6,9,5,13,0,8,1,3,Graduate
Single,Transfer,1,Agronomy,Daytime,Technological Specialization Course,120,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",128,Yes,0,0,1,Male,No,24,No,4,9,13,8,13,0,5,10,12,9,13,0,16,0,0,Enrolled
Single,1st Phase - General Contingent,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,151,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",137,Yes,0,0,1,Male,No,18,No,0,5,5,5,13,0,0,5,5,5,15,0,8,1,3,Graduate
Married,Over 23 Years Old,1,Tourism,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133,Portuguese,Unknown,Unknown,Student,Student,120,No,0,1,0,Male,No,45,No,0,6,12,0,0,0,0,6,12,0,0,0,9,0,-3,Dropout
Single,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,120,Portuguese,Unknown,Unknown,Student,Student,120,Yes,0,0,1,Male,No,30,No,0,5,5,2,11,0,0,5,5,0,0,0,7,2,0,Dropout
Single,Change of Institution/Course,1,Management (evening attendance),Evening,Technological Specialization Course,120,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Master's,Administrative staff,Armed Forces Professions,118,No,0,0,1,Male,No,28,No,13,15,17,13,12,0,9,13,13,9,11,0,8,1,3,Dropout
Single,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,110,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,139,No,0,0,1,Male,No,40,No,0,5,0,0,0,0,0,5,0,0,0,0,12,3,-1,Dropout
Single,Over 23 Years Old,2,Management,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Armed Forces Professions,116,No,0,0,0,Male,No,32,No,0,5,5,0,0,0,0,5,9,0,0,0,10,1,1,Dropout
Single,2nd Phase - General Contingent,5,Tourism,Daytime,Secondary Education - 12th Year of Schooling or Eq.,118,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",120,Yes,0,0,1,Male,No,19,No,0,6,12,4,12,0,0,6,12,4,10,0,7,2,0,Dropout
Single,1st Phase - General Contingent,1,Communication Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,139,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,134,Yes,0,0,1,Male,No,20,No,0,6,7,6,13,0,0,6,7,6,12,1,16,0,0,Graduate
Single,2nd Phase - General Contingent,1,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,123,No,0,0,1,Male,No,18,No,0,5,10,1,10,0,0,5,7,0,0,0,9,0,-3,Dropout
Single,2nd Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,132,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,122,No,0,0,0,Male,No,20,No,0,6,6,6,11,0,0,6,9,2,13,0,10,1,1,Dropout
Single,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,100,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Administrative staff,140,No,0,0,1,Male,No,39,No,0,5,7,4,12,0,0,5,7,4,12,0,15,2,-4,Enrolled
Single,2nd Phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Installation and Machine Operators and Assembly Workers,122,No,0,0,0,Male,No,19,No,0,6,11,5,13,0,0,6,11,5,13,0,11,0,2,Enrolled
Single,Over 23 Years Old,1,Management (evening attendance),Evening,Other - 11th Year of Schooling,133,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,121,No,0,0,1,Male,No,38,No,0,5,11,2,10,0,0,5,9,3,11,1,7,2,0,Enrolled
Single,2nd Phase - General Contingent,3,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,156,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Unskilled Workers,132,Yes,0,0,1,Male,Yes,18,No,0,7,7,6,13,0,0,7,7,6,13,0,7,2,0,Graduate
Single,2nd Phase - General Contingent,4,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,143,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",131,Yes,0,0,1,Male,Yes,18,No,0,7,8,7,12,0,0,8,8,8,14,0,13,0,0,Graduate
Married,Change of Course,1,Equinculture,Daytime,12th Year of Schooling - Not Completed,133,Portuguese,Unknown,Unknown,Student,Student,128,No,0,0,1,Male,No,28,No,0,5,9,0,0,0,0,5,5,0,0,0,7,2,0,Dropout
Single,Over 23 Years Old,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,148,Yes,0,0,0,Male,No,31,No,0,6,14,0,0,0,0,6,6,0,0,0,12,3,-1,Dropout
Single,1st Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,127,Portuguese,Higher Education - Bachelor's Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,121,No,0,0,1,Male,No,23,No,0,7,7,6,13,0,0,7,7,6,13,0,7,2,0,Graduate
Single,1st Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,135,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Meal preparation assistants,"Unskilled workers in extractive industry, construction, manufacturing and transport",135,Yes,0,0,1,Male,No,21,No,0,7,9,6,12,0,0,8,12,5,12,0,11,0,2,Enrolled
Single,Over 23 Years Old,1,Social Service,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,139,No,0,1,0,Male,No,33,No,0,6,8,0,0,0,0,5,6,0,0,0,16,0,0,Dropout
Single,Change of Course,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,113,No,0,0,1,Male,No,22,No,0,5,9,3,13,0,0,5,9,3,11,0,12,3,-1,Dropout
Single,Technological Specialization Diploma Holders,1,Informatics Engineering,Daytime,Technological Specialization Course,150,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,150,Yes,0,1,1,Male,No,20,No,0,5,6,5,16,0,0,5,7,5,17,0,12,0,1,Dropout
Single,2nd Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,123,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,122,No,0,1,1,Male,No,19,No,0,6,7,6,13,0,0,6,9,5,13,0,8,1,3,Enrolled
Single,Technological Specialization Diploma Holders,1,Veterinary Nursing,Daytime,Technological Specialization Course,150,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Legislative Power and Executive Bodies,150,Yes,0,0,1,Male,No,20,No,1,6,11,6,13,0,1,6,7,6,13,0,16,0,0,Graduate
Single,Over 23 Years Old,1,Tourism,Daytime,Other - 11th Year of Schooling,133,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",119,Yes,0,0,1,Male,No,25,No,0,6,7,6,11,0,0,6,11,4,11,0,9,0,-3,Enrolled
Single,Over 23 Years Old,1,Agronomy,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Administrative staff,140,No,0,0,0,Male,No,25,No,0,6,0,0,0,0,0,6,0,0,0,0,13,0,0,Dropout
Single,1st Phase - General Contingent,4,Communication Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140,Portuguese,Higher Education - Master's,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Armed Forces Professions,125,Yes,0,0,1,Male,No,19,No,0,6,7,6,12,0,0,6,8,6,12,0,9,0,-3,Enrolled
Single,1st Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,141,Portuguese,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Administrative staff,140,Yes,0,0,1,Male,No,20,No,0,5,5,5,12,0,0,5,6,4,14,1,7,2,0,Graduate
Married,Over 23 Years Old,1,Nursing,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,100,No,0,0,1,Male,No,33,No,0,7,7,5,13,0,0,7,9,0,0,0,16,0,0,Enrolled
Single,2nd Phase - General Contingent,5,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,146,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",146,Yes,0,0,1,Male,No,19,No,0,6,7,6,13,0,0,6,8,6,13,0,7,2,0,Graduate
Single,Over 23 Years Old,1,Equinculture,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133,Portuguese,Unknown,Unknown,(blank),(blank),96,No,0,0,1,Male,No,31,No,0,5,5,0,0,0,0,5,5,0,0,0,7,2,0,Dropout
Single,Technological Specialization Diploma Holders,1,Informatics Engineering,Daytime,Technological Specialization Course,160,Portuguese,Higher Education - Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,160,No,0,1,0,Male,No,24,No,2,6,6,2,16,0,2,7,7,2,16,0,8,1,3,Dropout
Single,Technological Specialization Diploma Holders,1,Informatics Engineering,Daytime,Technological Specialization Course,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Degree,Intermediate Level Technicians and Professions,Administrative staff,130,No,0,1,0,Male,No,23,No,0,5,5,0,0,0,0,5,5,0,0,0,15,2,-4,Dropout
Married,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,160,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Legislative Power and Executive Bodies,Specialists in Intellectual and Scientific Activities,130,No,0,0,0,Male,Yes,26,No,0,5,12,3,10,0,0,5,11,3,10,0,9,0,-3,Dropout
